
0,1,1.848E8
1,1,1.688126862300412E8
2,1,1.5434676651710096E8
3,1,1.5434676651710096E8
4,1,1.2941376773398742E8
5,1,1.1869715083172241E8
6,1,1.0900035486379643E8
7,1,1.0022633103695679E8
8,1,9.228726597169323E7
9,1,9.228726597169323E7
10,1,7.860374611680232E7
11,1,7.860374611680232E7
12,1,6.740062760124995E7
13,1,6.740062760124995E7
14,1,5.822828994218988E7
15,1,5.822828994218988E7
16,1,5.0718615023102105E7
17,1,4.7490832040859416E7
18,1,4.457021322122654E7
19,1,4.192752802940269E7
20,1,3.953632758375093E7
21,1,3.7372679946500964E7
22,1,3.5414930604872085E7
23,1,3.364348574543102E7
24,1,3.2040616152621295E7
25,1,3.0590279768815E7
26,1,2.9277961140008092E7
27,1,2.8090526140277956E7
28,1,2.7016090521036617E7
0,1,1.848E8
1,1,1.688126862300412E8
2,1,1.5434676651710096E8
3,1,1.5434676651710096E8
4,1,1.2941376773398742E8
5,1,1.1869715083172241E8
6,1,1.0900035486379643E8
7,1,1.0022633103695679E8
8,1,9.228726597169323E7
9,1,9.228726597169323E7
10,1,7.860374611680232E7
11,1,7.860374611680232E7
12,1,6.740062760124995E7
13,1,6.740062760124995E7
14,1,5.822828994218988E7
15,1,5.822828994218988E7
16,1,5.0718615023102105E7
17,1,4.7490832040859416E7
18,1,4.457021322122654E7
19,1,4.192752802940269E7
20,1,3.953632758375093E7
21,1,3.7372679946500964E7
22,1,3.5414930604872085E7
23,1,3.364348574543102E7
24,1,3.2040616152621295E7
25,1,3.0590279768815E7
26,1,2.9277961140008092E7
27,1,2.8090526140277956E7
28,1,2.7016090521036617E7
0,1,1.848E8
1,1,1.688126862300412E8
2,1,1.5434676651710096E8
3,1,1.5434676651710096E8
4,1,1.2941376773398742E8
5,1,1.1869715083172241E8
6,1,1.0900035486379643E8
7,1,1.0022633103695679E8
8,1,9.228726597169323E7
9,1,8.510370283642066E7
10,1,7.860374611680232E7
11,1,7.272234206127736E7
12,1,6.740062760124995E7
13,1,6.258534122971411E7
14,1,5.822828994218988E7
15,1,5.428586690493621E7
16,1,5.0718615023102105E7
17,1,4.7490832040859416E7
18,1,4.457021322122654E7
19,1,4.192752802940269E7
20,1,3.953632758375093E7
21,1,3.7372679946500964E7
22,1,3.5414930604872085E7
23,1,3.364348574543102E7
24,1,3.2040616152621295E7
25,1,3.0590279768815E7
26,1,2.9277961140008092E7
27,1,2.8090526140277956E7
28,1,2.7016090521036617E7
0,1,1.848E8
1,1,1.688126862300412E8
2,1,1.5434676651710096E8
3,1,1.5434676651710096E8
4,1,1.2941376773398742E8
5,1,1.1869715083172241E8
6,1,1.0900035486379643E8
7,1,1.0022633103695679E8
8,1,9.228726597169323E7
9,1,9.228726597169323E7
10,1,7.860374611680232E7
11,1,7.860374611680232E7
12,1,6.740062760124995E7
13,1,6.740062760124995E7
14,1,5.822828994218988E7
15,1,5.822828994218988E7
16,1,5.0718615023102105E7
17,1,4.7490832040859416E7
18,1,4.457021322122654E7
19,1,4.192752802940269E7
20,1,3.953632758375093E7
21,1,3.7372679946500964E7
22,1,3.5414930604872085E7
23,1,3.364348574543102E7
24,1,3.2040616152621295E7
25,1,3.0590279768815E7
26,1,2.9277961140008092E7
27,1,2.8090526140277956E7
28,1,2.7016090521036617E7
0,1,1.848E8
1,1,1.688126862300412E8
2,1,1.5434676651710096E8
3,1,1.5434676651710096E8
4,2,1.2941376773398742E8
5,2,1.1869715083172241E8
6,2,1.0900035486379643E8
7,2,1.0022633103695679E8
8,2,9.228726597169323E7
9,2,9.228726597169323E7
10,2,7.860374611680232E7
11,2,7.860374611680232E7
12,2,6.740062760124995E7
13,2,6.740062760124995E7
14,2,5.822828994218988E7
15,2,5.822828994218988E7
16,2,5.0718615023102105E7
17,2,4.7490832040859416E7
18,2,4.457021322122654E7
19,2,4.192752802940269E7
20,2,3.953632758375093E7
21,2,3.7372679946500964E7
22,2,3.5414930604872085E7
23,2,3.364348574543102E7
24,2,3.2040616152621295E7
25,2,3.0590279768815E7
26,2,2.9277961140008092E7
27,2,2.8090526140277956E7
28,2,2.7016090521036617E7
